Name,Series,Description,Author,Age,Rating_out_of_5,No_of_Ratings,Price,Price_Befor,Cover_Type,Publication_Date,Product_Details,Best_Seller,Link
We Were Liars,,"
#1 NEW YORK TIMES BESTSELLER • A modern, sophisticated suspense novel from National Book Award finalist, and Printz Award honoree E. Lockhart.A beautiful and distinguished family.A private island.A brilliant, damaged girl; a passionate, political boy.A group of four friends—the Liars—whose friendship turns destructive.A revolution. An accident. A secret.Lies upon lies.True love.The truth.Read it.And if anyone asks you how it ends, just LIE.""Thrilling, beautiful, and blisteringly smart, We Were Liars is utterly unforgettable."" —John Green, #1 New York Times bestselling author of The Fault in Our Stars

",E. Lockhart,Ages: 12 years and up,4.5,12.959000000000001,$5.99,$10.99,Paperback,2018-05-29,"



Product details





Publisher
:

Ember; Illustrated edition (May 29, 2018)


Language
:

English


Paperback
:

320 pages


ISBN-10
:

0385741278


ISBN-13
:

978-0385741279


Reading age
:

12 - 17 years


Lexile measure
:

600L


Grade level
:

7 - 9


Item Weight
:

12 ounces


Dimensions
:

5.49 x 0.84 x 8.24 inches






Best Sellers Rank:

#13 in Books (See Top 100 in Books)

 #1 in Teen & Young Adult Family Fiction
 #1 in Teen & Young Adult Fiction about Emotions & Feelings
 #1 in Teen & Young Adult Fiction about Death & Dying






Customer Reviews:







4.5 out of 5 stars








12,959 ratings












",,https://www.amazon.com/We-Were-Liars-Lockhart/dp/0385741278/ref=sr_1_1?dchild=1&pf_rd_i=4&pf_rd_p=f92327d7-7b1b-5fb4-82be-5400739bec4f&pf_rd_r=DD6Z1HDJS8TPFG2MAF2E&pf_rd_s=merchandised-search-11&pf_rd_t=BROWSE&qid=1610894281&refinements=p_72%3A1250221011&s=books&sr=1-1
